,correct word,misspelled word,total edit distance,number of words with error,close change,changes,none word
60,افزایش یافت,افزایش افت,1.0,1.0,0.0,"[[], [1]]",False
61,افزایش یافت,تافزایش یافت,1.0,1.0,1.0,"[[2], []]",True
62,افزایش یافت,افزیعش یافت,2.0,1.0,0.0,"[[1, 2], []]",True
63,افزایش یافت,افزایش سیتافت,2.0,1.0,1.0,"[[], [2, 2]]",True
64,افزایش یافت,افزیش یافیت,2.0,2.0,0.0,"[[1], [2]]",True
65,افزایش یافت,افزتیش یفت,2.0,2.0,1.0,"[[0], [1]]",True
66,افزایش یافت,افزایش ی,3.0,1.0,0.0,"[[], [1, 1, 1]]",False
67,افزایش یافت,افزایش بتافطت,3.0,1.0,1.0,"[[], [0, 2, 2]]",True
68,افزایش یافت,الفازایش یافل,3.0,2.0,0.0,"[[2, 2], [0]]",True
69,افزایش یافت,ازایش سیاقت,3.0,2.0,1.0,"[[1], [2, 0]]",False
70,وزیر پیشنهادی,وزیر پیانهادی,1.0,1.0,0.0,"[[], [0]]",True
71,وزیر پیشنهادی,وزیر پیشنهادسی,1.0,1.0,1.0,"[[], [2]]",True
72,وزیر پیشنهادی,ویف پیشنهادی,2.0,1.0,0.0,"[[1, 0], []]",True
73,وزیر پیشنهادی,وزیر یشنهایدی,2.0,1.0,1.0,"[[], [1, 2]]",True
74,وزیر پیشنهادی,ویر پیشوهادی,2.0,2.0,0.0,"[[1], [0]]",True
75,وزیر پیشنهادی,ویر پیشنهاذدی,2.0,2.0,1.0,"[[1], [2]]",True
76,وزیر پیشنهادی,کوغر پیشنهادی,3.0,1.0,0.0,"[[2, 0, 1], []]",True
77,وزیر پیشنهادی,وزیر بیشنتدی,3.0,1.0,1.0,"[[], [0, 1, 0]]",True
78,وزیر پیشنهادی,زیر پعیهنهادی,3.0,2.0,0.0,"[[1], [2, 0]]",True
79,وزیر پیشنهادی,وزبزر پیشنهادس,3.0,2.0,1.0,"[[0, 2], [0]]",True
80,استان کرمان,خاستان کرمان,1.0,1.0,0.0,"[[2], []]",True
81,استان کرمان,استان کرمن,1.0,1.0,1.0,"[[], [1]]",True
82,استان کرمان,ارتن کرمان,2.0,1.0,0.0,"[[0, 1], []]",True
83,استان کرمان,اسنا کرمان,2.0,1.0,1.0,"[[0, 1], []]",False
84,استان کرمان,استثان ژکرمان,2.0,2.0,0.0,"[[2], [2]]",True
85,استان کرمان,ستان کرملان,2.0,2.0,1.0,"[[1], [2]]",True
86,استان کرمان,اپتف کرمان,3.0,1.0,0.0,"[[0, 1, 0], []]",True
87,استان کرمان,استان کمم,3.0,1.0,1.0,"[[], [1, 1, 0]]",False
88,استان کرمان,اطستان تکرژمان,3.0,2.0,0.0,"[[2], [2, 2]]",True
89,استان کرمان,اشتان گذرمان,3.0,2.0,1.0,"[[0], [0, 2]]",True
90,نیروی کار,نیروی کزر,1.0,1.0,0.0,"[[], [0]]",True
91,نیروی کار,نیروب کار,1.0,1.0,1.0,"[[0], []]",True
92,نیروی کار,نیرپ کار,2.0,1.0,0.0,"[[1, 0], []]",True
93,نیروی کار,نیروی تر,2.0,1.0,1.0,"[[], [1, 0]]",False
94,نیروی کار,حنیروی کاضر,2.0,2.0,0.0,"[[2], [2]]",True
95,نیروی کار,نسیروی کاذ,2.0,2.0,1.0,"[[2], [0]]",True
96,نیروی کار,موی کار,3.0,1.0,0.0,"[[1, 0, 1], []]",False
97,نیروی کار,نیروی ذ,3.0,1.0,1.0,"[[], [1, 1, 0]]",False
98,نیروی کار,نیکروی ثر,3.0,2.0,0.0,"[[2], [1, 0]]",True
99,نیروی کار,نیذروی ک,3.0,2.0,1.0,"[[2], [1, 1]]",True
100,کشورهای دیگر,کشورهای دیگور,1.0,1.0,0.0,"[[], [2]]",True
101,کشورهای دیگر,کشورهای دیگذ,1.0,1.0,1.0,"[[], [0]]",True
102,کشورهای دیگر,کشورهای دذگ,2.0,1.0,0.0,"[[], [0, 1]]",True
103,کشورهای دیگر,کشورهای بگر,2.0,1.0,1.0,"[[], [1, 0]]",True
104,کشورهای دیگر,کشورهاتی دحیگر,2.0,2.0,0.0,"[[2], [2]]",True
105,کشورهای دیگر,کشوذهای دیکر,2.0,2.0,1.0,"[[0], [0]]",True
106,کشورهای دیگر,کژشآوهای دیگر,3.0,1.0,0.0,"[[2, 2, 1], []]",True
107,کشورهای دیگر,کسوذرهلای دیگر,3.0,1.0,1.0,"[[0, 2, 2], []]",True
108,کشورهای دیگر,کشورهاذ هیگم,3.0,2.0,0.0,"[[0], [0, 0]]",True
109,کشورهای دیگر,مشورهای دیکگز,3.0,2.0,1.0,"[[0], [2, 0]]",True
110,سازمان نظام,سازمان نظم,1.0,1.0,0.0,"[[], [1]]",False
111,سازمان نظام,سازمان نظم,1.0,1.0,1.0,"[[], [1]]",False
112,سازمان نظام,سازمزاز نظام,2.0,1.0,0.0,"[[2, 0], []]",True
113,سازمان نظام,سازمان نطظاکم,2.0,1.0,1.0,"[[], [2, 2]]",True
114,سازمان نظام,سازجمان نظصم,2.0,2.0,0.0,"[[2], [0]]",True
115,سازمان نظام,سازمن نظاکم,2.0,2.0,1.0,"[[1], [2]]",True
116,سازمان نظام,گزبمان نظام,3.0,1.0,0.0,"[[1, 0, 2], []]",True
117,سازمان نظام,سازمان ظک,3.0,1.0,1.0,"[[], [1, 1, 0]]",True
118,سازمان نظام,سزمثان جنظام,3.0,2.0,0.0,"[[1, 2], [2]]",True
119,سازمان نظام,سازکا نظاکم,3.0,2.0,1.0,"[[0, 1], [2]]",True
120,بازار اجاره,باعزار اجاره,1.0,1.0,0.0,"[[2], []]",True
121,بازار اجاره,بازا اجاره,1.0,1.0,1.0,"[[1], []]",True
122,بازار اجاره,بااض اجاره,2.0,1.0,0.0,"[[1, 0], []]",True
123,بازار اجاره,لبازتار اجاره,2.0,1.0,1.0,"[[2, 2], []]",True
124,بازار اجاره,بفزار اطاره,2.0,2.0,0.0,"[[0], [0]]",True
125,بازار اجاره,لبازار اجره,2.0,2.0,1.0,"[[2], [1]]",True
126,بازار اجاره,غبزحر اجاره,3.0,1.0,0.0,"[[2, 1, 0], []]",True
127,بازار اجاره,بازار اچه,3.0,1.0,1.0,"[[], [0, 1, 1]]",False
128,بازار اجاره,بزار ااه,3.0,2.0,0.0,"[[1], [1, 1]]",True
129,بازار اجاره,بلزار جارح,3.0,2.0,1.0,"[[0], [1, 0]]",True
130,کتاب‌های درسی,کتاب‌های درسغ,1.0,1.0,0.0,"[[], [0]]",True
131,کتاب‌های درسی,کتاب‌های درس,1.0,1.0,1.0,"[[], [1]]",False
132,کتاب‌های درسی,کتدب‌هخای درسی,2.0,1.0,0.0,"[[0, 2], []]",True
133,کتاب‌های درسی,کاب‌هاب درسی,2.0,1.0,1.0,"[[1, 0], []]",True
134,کتاب‌های درسی,کتاخ‌های دسی,2.0,2.0,0.0,"[[0], [1]]",True
135,کتاب‌های درسی,کتب‌های دری,2.0,2.0,1.0,"[[1], [1]]",True
136,کتاب‌های درسی,کتاب‌های مطرسجی,3.0,1.0,0.0,"[[], [0, 2, 2]]",True
137,کتاب‌های درسی,کتاب‌های ذرشس,3.0,1.0,1.0,"[[], [0, 2, 1]]",True
138,کتاب‌های درسی,کتاب‌ها رس,3.0,2.0,0.0,"[[1], [1, 1]]",False
139,کتاب‌های درسی,تاب‌های ذسی,3.0,2.0,1.0,"[[1], [1, 0]]",True
140,تحریم‌های آمریکا,تحریم‌های آریکا,1.0,1.0,0.0,"[[], [1]]",True
141,تحریم‌های آمریکا,حریم‌های آمریکا,1.0,1.0,1.0,"[[1], []]",False
142,تحریم‌های آمریکا,تحریم‌های آمکا,2.0,1.0,0.0,"[[], [1, 1]]",False
143,تحریم‌های آمریکا,تحریم‌های آنمریکتا,2.0,1.0,1.0,"[[], [2, 2]]",True
144,تحریم‌های آمریکا,کحریم‌های پمریکا,2.0,2.0,0.0,"[[0], [0]]",True
145,تحریم‌های آمریکا,تحریم‌خهای آمریکت,2.0,2.0,1.0,"[[2], [0]]",True
146,تحریم‌های آمریکا,تحریم‌های آمها,3.0,1.0,0.0,"[[], [0, 1, 1]]",True
147,تحریم‌های آمریکا,تحریم‌های لمیگکا,3.0,1.0,1.0,"[[], [0, 1, 2]]",True
148,تحریم‌های آمریکا,تحشریم‌پهای آمریا,3.0,2.0,0.0,"[[2, 2], [1]]",True
149,تحریم‌های آمریکا,تحرم‌های آمذیکلا,3.0,2.0,1.0,"[[1], [0, 2]]",True
150,تمام شود,تمام شد,1.0,1.0,0.0,"[[], [1]]",False
151,تمام شود,نتمام شود,1.0,1.0,1.0,"[[2], []]",True
152,تمام شود,تمخاهم شود,2.0,1.0,0.0,"[[2, 2], []]",True
153,تمام شود,طکمام شود,2.0,1.0,1.0,"[[0, 2], []]",True
154,تمام شود,تگام ود,2.0,2.0,0.0,"[[0], [1]]",True
155,تمام شود,تکام سشود,2.0,2.0,1.0,"[[0], [2]]",True
156,تمام شود,صعمکام شود,3.0,1.0,0.0,"[[0, 2, 2], []]",True
157,تمام شود,تنمن شود,3.0,1.0,1.0,"[[2, 1, 0], []]",True
158,تمام شود,تچغام شقود,3.0,2.0,0.0,"[[0, 2], [2]]",True
159,تمام شود,تکانم شوذد,3.0,2.0,1.0,"[[0, 2], [2]]",False
160,پیش آمده,پنیش آمده,1.0,1.0,0.0,"[[2], []]",True
161,پیش آمده,پیش لآمده,1.0,1.0,1.0,"[[], [2]]",True
162,پیش آمده,پیش آمر,2.0,1.0,0.0,"[[], [1, 0]]",False
163,پیش آمده,چپبش آمده,2.0,1.0,1.0,"[[2, 0], []]",True
164,پیش آمده,پی آمزده,2.0,2.0,0.0,"[[1], [2]]",True
165,پیش آمده,پبیش آده,2.0,2.0,1.0,"[[2], [1]]",True
166,پیش آمده,نپصیع آمده,3.0,1.0,0.0,"[[2, 2, 0], []]",True
167,پیش آمده,چسس آمده,3.0,1.0,1.0,"[[0, 0, 0], []]",True
168,پیش آمده,ژیک آمد,3.0,2.0,0.0,"[[0, 0], [1]]",True
169,پیش آمده,پسش تده,3.0,2.0,1.0,"[[0], [0, 1]]",True
170,شاهد هستیم,شاهد هستم,1.0,1.0,0.0,"[[], [1]]",False
171,شاهد هستیم,شهد هستیم,1.0,1.0,1.0,"[[1], []]",False
172,شاهد هستیم,شواهو هستیم,2.0,1.0,0.0,"[[2, 0], []]",True
173,شاهد هستیم,شاهد هستسیک,2.0,1.0,1.0,"[[], [2, 0]]",True
174,شاهد هستیم,پشاهد هستیی,2.0,2.0,0.0,"[[2], [0]]",True
175,شاهد هستیم,شاد عستیم,2.0,2.0,1.0,"[[1], [0]]",True
176,شاهد هستیم,پذاد هستیم,3.0,1.0,0.0,"[[0, 2, 1], []]",True
177,شاهد هستیم,شاهد سآتی,3.0,1.0,1.0,"[[], [1, 2, 1]]",True
178,شاهد هستیم,گشاهد جهتیم,3.0,2.0,0.0,"[[2], [2, 1]]",True
179,شاهد هستیم,اهید خهستیم,3.0,2.0,1.0,"[[1, 2], [2]]",True
180,چند برابر,چند برهابر,1.0,1.0,0.0,"[[], [2]]",True
181,چند برابر,چمد برابر,1.0,1.0,1.0,"[[0], []]",True
182,چند برابر,چصنگ برابر,2.0,1.0,0.0,"[[2, 0], []]",True
183,چند برابر,چند برب,2.0,1.0,1.0,"[[], [1, 1]]",False
184,چند برابر,حند عرابر,2.0,2.0,0.0,"[[0], [0]]",True
185,چند برابر,ند بربر,2.0,2.0,1.0,"[[1], [1]]",False
186,چند برابر,رژ برابر,3.0,1.0,0.0,"[[1, 0, 0], []]",False
187,چند برابر,چند رال,3.0,1.0,1.0,"[[], [1, 0, 1]]",False
188,چند برابر,شد برابو,3.0,2.0,0.0,"[[1, 0], [0]]",True
189,چند برابر,پنذ برابذ,3.0,2.0,1.0,"[[0, 0], [0]]",True
190,جهاد کشاورزی,جهاد کشارزی,1.0,1.0,0.0,"[[], [1]]",True
191,جهاد کشاورزی,جعهاد کشاورزی,1.0,1.0,1.0,"[[2], []]",True
192,جهاد کشاورزی,جهاد کشاوی,2.0,1.0,0.0,"[[], [1, 1]]",True
193,جهاد کشاورزی,جحاذد کشاورزی,2.0,1.0,1.0,"[[0, 2], []]",True
194,جهاد کشاورزی,جها کآاورزی,2.0,2.0,0.0,"[[1], [0]]",True
195,جهاد کشاورزی,جهد کشاوذزی,2.0,2.0,1.0,"[[1], [0]]",True
196,جهاد کشاورزی,جهاد کاورتع,3.0,1.0,0.0,"[[], [1, 0, 0]]",True
197,جهاد کشاورزی,جهاد کشور,3.0,1.0,1.0,"[[], [1, 1, 1]]",False
198,جهاد کشاورزی,جهچاد کشاوزگی,3.0,2.0,0.0,"[[2], [1, 2]]",True
199,جهاد کشاورزی,چجهاذ کسشاورزی,3.0,2.0,1.0,"[[2, 0], [2]]",True
200,انتشار اوراق,انتشار اورمق,1.0,1.0,0.0,"[[], [0]]",True
201,انتشار اوراق,انتشار لاوراق,1.0,1.0,1.0,"[[], [2]]",True
202,انتشار اوراق,دنتار اوراق,2.0,1.0,0.0,"[[0, 1], []]",True
203,انتشار اوراق,انآتشا اوراق,2.0,1.0,1.0,"[[2, 1], []]",True
204,انتشار اوراق,انتشای اورفاق,2.0,2.0,0.0,"[[0], [2]]",True
205,انتشار اوراق,انتسار اراق,2.0,2.0,1.0,"[[0], [1]]",True
206,انتشار اوراق,فاندتمار اوراق,3.0,1.0,0.0,"[[2, 2, 0], []]",True
207,انتشار اوراق,انطتشلز اوراق,3.0,1.0,1.0,"[[2, 0, 0], []]",True
208,انتشار اوراق,اژنتشار وهاق,3.0,2.0,0.0,"[[2], [1, 0]]",True
209,انتشار اوراق,انطتشاز اورا,3.0,2.0,1.0,"[[2, 0], [1]]",True
210,عضو هیات,ضو هیات,1.0,1.0,0.0,"[[1], []]",False
211,عضو هیات,عضو عیات,1.0,1.0,1.0,"[[], [0]]",True
212,عضو هیات,عضو هقیاچت,2.0,1.0,0.0,"[[], [2, 2]]",True
213,عضو هیات,غعظضو هیات,2.0,1.0,1.0,"[[2, 2], []]",True
214,عضو هیات,عضط هیرات,2.0,2.0,0.0,"[[0], [2]]",True
215,عضو هیات,عضد هیلات,2.0,2.0,1.0,"[[0], [2]]",True
216,عضو هیات,رعوضیو هیات,3.0,1.0,0.0,"[[2, 2, 2], []]",True
217,عضو هیات,غزد هیات,3.0,1.0,1.0,"[[0, 0, 0], []]",True
218,عضو هیات,نعضع هیحت,3.0,2.0,0.0,"[[2, 0], [0]]",True
219,عضو هیات,ضو ات,3.0,2.0,1.0,"[[1], [1, 1]]",False
220,وی یادآور,وعی یادآور,1.0,1.0,0.0,"[[2], []]",False
221,وی یادآور,وی بیادآور,1.0,1.0,1.0,"[[], [2]]",True
222,وی یادآور,وی ثادآسر,2.0,1.0,0.0,"[[], [0, 0]]",True
223,وی یادآور,وی یادتآو,2.0,1.0,1.0,"[[], [2, 1]]",True
224,وی یادآور,بی یکادآور,2.0,2.0,0.0,"[[0], [2]]",True
225,وی یادآور,دوی یاآور,2.0,2.0,1.0,"[[2], [1]]",True
226,وی یادآور,وی عیادآآ,3.0,1.0,0.0,"[[], [2, 0, 1]]",True
227,وی یادآور,وی ایلور,3.0,1.0,1.0,"[[], [1, 0, 0]]",True
228,وی یادآور,ک یژادآور,3.0,2.0,0.0,"[[0, 1], [2]]",True
229,وی یادآور,دوی یدآوزر,3.0,2.0,1.0,"[[2], [1, 2]]",True
230,مرحله اول,معرحله اول,1.0,1.0,0.0,"[[2], []]",True
231,مرحله اول,مرحبله اول,1.0,1.0,1.0,"[[2], []]",True
232,مرحله اول,مرحله زل,2.0,1.0,0.0,"[[], [1, 0]]",False
233,مرحله اول,کرحلحه اول,2.0,1.0,1.0,"[[0, 2], []]",True
234,مرحله اول,خمرحله اآل,2.0,2.0,0.0,"[[2], [0]]",True
235,مرحله اول,مرحلخ او,2.0,2.0,1.0,"[[0], [1]]",True
236,مرحله اول,زمحلت اول,3.0,1.0,0.0,"[[2, 1, 0], []]",True
237,مرحله اول,مرحله تد,3.0,1.0,1.0,"[[], [0, 0, 1]]",False
238,مرحله اول,مرحل ذل,3.0,2.0,0.0,"[[1], [1, 0]]",True
239,مرحله اول,مرحالخ ول,3.0,2.0,1.0,"[[2, 0], [1]]",True
240,خبرنگار کیهان,خبپرنگار کیهان,1.0,1.0,0.0,"[[2], []]",True
241,خبرنگار کیهان,خبرنکگار کیهان,1.0,1.0,1.0,"[[2], []]",True
242,خبرنگار کیهان,خبرنگار کهاظن,2.0,1.0,0.0,"[[], [1, 2]]",True
243,خبرنگار کیهان,خبرنگار مکیهن,2.0,1.0,1.0,"[[], [2, 1]]",True
244,خبرنگار کیهان,خبرنسار کیدان,2.0,2.0,0.0,"[[0], [0]]",True
245,خبرنگار کیهان,خبرنگتر کیهن,2.0,2.0,1.0,"[[0], [1]]",True
246,خبرنگار کیهان,خپبرلنگاع کیهان,3.0,1.0,0.0,"[[2, 2, 0], []]",True
247,خبرنگار کیهان,خبرنگار مهلان,3.0,1.0,1.0,"[[], [0, 1, 2]]",True
248,خبرنگار کیهان,خدرنگسار کضیهان,3.0,2.0,0.0,"[[0, 2], [2]]",True
249,خبرنگار کیهان,خلبرنار کسیهان,3.0,2.0,1.0,"[[2, 1], [2]]",True
250,افزایش پیدا,افزایش پید,1.0,1.0,0.0,"[[], [1]]",False
251,افزایش پیدا,افزایش پیذا,1.0,1.0,1.0,"[[], [0]]",True
252,افزایش پیدا,افزایش مهدا,2.0,1.0,0.0,"[[], [0, 0]]",True
253,افزایش پیدا,ازاش پیدا,2.0,1.0,1.0,"[[1, 1], []]",True
254,افزایش پیدا,افزاش پدا,2.0,2.0,0.0,"[[1], [1]]",True
255,افزایش پیدا,افرزایش پییدا,2.0,2.0,1.0,"[[2], [2]]",True
256,افزایش پیدا,افزایش دگا,3.0,1.0,0.0,"[[], [1, 1, 2]]",True
257,افزایش پیدا,اقزلش پیدا,3.0,1.0,1.0,"[[0, 0, 1], []]",True
258,افزایش پیدا,افجزایش پمیهدا,3.0,2.0,0.0,"[[2], [2, 2]]",True
259,افزایش پیدا,اغفزایش چیدلا,3.0,2.0,1.0,"[[2], [0, 2]]",True
260,چهار میلیون,چهار صیلیون,1.0,1.0,0.0,"[[], [0]]",True
261,چهار میلیون,چهار نمیلیون,1.0,1.0,1.0,"[[], [2]]",False
262,چهار میلیون,چهار جیلیثن,2.0,1.0,0.0,"[[], [0, 0]]",True
263,چهار میلیون,چهار میلبیوم,2.0,1.0,1.0,"[[], [2, 0]]",True
264,چهار میلیون,چهانر میدیون,2.0,2.0,0.0,"[[2], [0]]",True
265,چهار میلیون,چهاز میلبون,2.0,2.0,1.0,"[[0], [0]]",True
266,چهار میلیون,چهار میل,3.0,1.0,0.0,"[[], [1, 1, 1]]",False
267,چهار میلیون,چهار میآبیدون,3.0,1.0,1.0,"[[], [0, 2, 2]]",True
268,چهار میلیون,چه میلغون,3.0,2.0,0.0,"[[1, 1], [0]]",True
269,چهار میلیون,چاز میبیون,3.0,2.0,1.0,"[[1, 0], [0]]",True
270,عمل کنند,عمل کهند,1.0,1.0,0.0,"[[], [0]]",True
271,عمل کنند,عنمل کنند,1.0,1.0,1.0,"[[2], []]",True
272,عمل کنند,عمل ژکند,2.0,1.0,0.0,"[[], [2, 1]]",True
273,عمل کنند,هعکمل کنند,2.0,1.0,1.0,"[[2, 2], []]",True
274,عمل کنند,عول کند,2.0,2.0,0.0,"[[0], [1]]",True
275,عمل کنند,عمآ گکنند,2.0,2.0,1.0,"[[0], [2]]",True
276,عمل کنند,عمل کقنخن,3.0,1.0,0.0,"[[], [2, 2, 1]]",True
277,عمل کنند,هعنم کنند,3.0,1.0,1.0,"[[2, 2, 1], []]",True
278,عمل کنند,صل ژکنند,3.0,2.0,0.0,"[[0, 1], [2]]",True
279,عمل کنند,عمبل کتنذد,3.0,2.0,1.0,"[[2], [0, 2]]",True
280,برگزاری انتخابات,برگزری انتخابات,1.0,1.0,0.0,"[[1], []]",True
281,برگزاری انتخابات,برگزاری انتختبات,1.0,1.0,1.0,"[[], [0]]",True
282,برگزاری انتخابات,برگزاری انتفخاباچت,2.0,1.0,0.0,"[[], [2, 2]]",True
283,برگزاری انتخابات,برگزاری انتهخابا,2.0,1.0,1.0,"[[], [2, 1]]",True
284,برگزاری انتخابات,برگزای انتخابا,2.0,2.0,0.0,"[[1], [1]]",True
285,برگزاری انتخابات,بذگزاری تانتخابات,2.0,2.0,1.0,"[[0], [2]]",True
286,برگزاری انتخابات,چبرگاحی انتخابات,3.0,1.0,0.0,"[[2, 1, 0], []]",True
287,برگزاری انتخابات,برگرززی انتخابات,3.0,1.0,1.0,"[[2, 1, 0], []]",True
288,برگزاری انتخابات,ابرگچزاری اجنتخابات,3.0,2.0,0.0,"[[2, 2], [2]]",True
289,برگزاری انتخابات,برگزر انطخابات,3.0,2.0,1.0,"[[1, 1], [0]]",True
290,مشکل مواجه,مشکل موازه,1.0,1.0,0.0,"[[], [0]]",True
291,مشکل مواجه,مشکل مواجخ,1.0,1.0,1.0,"[[], [0]]",True
292,مشکل مواجه,مژل مواجه,2.0,1.0,0.0,"[[1, 0], []]",True
293,مشکل مواجه,مسکا مواجه,2.0,1.0,1.0,"[[0, 0], []]",True
294,مشکل مواجه,شکل موجه,2.0,2.0,0.0,"[[1], [1]]",False
295,مشکل مواجه,مشل موتاجه,2.0,2.0,1.0,"[[1], [2]]",True
296,مشکل مواجه,مد مواجه,3.0,1.0,0.0,"[[1, 1, 0], []]",False
297,مشکل مواجه,مسش مواجه,3.0,1.0,1.0,"[[2, 1, 1], []]",True
298,مشکل مواجه,ظجکل واجه,3.0,2.0,0.0,"[[0, 0], [1]]",True
299,مشکل مواجه,مشمک مواج,3.0,2.0,1.0,"[[2, 1], [1]]",True
300,دو گروه,دو گراه,1.0,1.0,0.0,"[[], [0]]",True
301,دو گروه,یو گروه,1.0,1.0,1.0,"[[0], []]",False
302,دو گروه,ه گروه,2.0,1.0,0.0,"[[1, 0], []]",False
303,دو گروه,ذدد گروه,2.0,1.0,1.0,"[[2, 0], []]",True
304,دو گروه,نو گقروه,2.0,2.0,0.0,"[[0], [2]]",True
305,دو گروه,ددو گرده,2.0,2.0,1.0,"[[2], [0]]",True
306,دو گروه,دو گث,3.0,1.0,0.0,"[[], [0, 1, 1]]",True
